reviews,cleaned_reviews,label
Product was same as per details. The packaging was not upto the mark. Just wrapped with the plastic.,product per details packaging upto mark wrapped plastic,0
"I haven't opened it yet,  will se the quality on weekend but will give it 5 stars bcz of the free home delivery due to 1212",I opened yet see quality weekend give 5 stars back free home delivery due 1212,1
I am very happy with daraz. mujhy buhut achay discount kay sath time per parcel receive hogaya hai. Original product.,I happy daraz mujhy achay discount pay cash time per parcel receive hogaya original product,1
one of the pouch was leaking and almost 200ml oil was inside the box. all other pouches were immersed in the oil.please improve pouch packing. thank yoi,one pouch leaking almost 200ml oil inside box pouches immersed oil please improve pouch packing thank,1
"very poor condition. Kuch Khuda ka khuf Karen advance payment krky order kia aur carton ke halat ye hy.You deliver without packing,last order(carton) was also leaking.You raise price & decreased quality. Refund it I return it back no one can compromise for health!",poor condition kuch khuda ka khuf karen advance payment krky order kia aur carton halat ye deliver without packing one order carton also leaking raise price decreased quality refund return back one compromise health,-1
The product is exactly the same as described and the packing is so nice very attractive and charming. The price is also very reasonable compared with the market. The quality is no doubt superb and best of all others. ,product exactly described packing nice attractive charming price also reasonable compared market quality doubt superb best others,1
Nicely packed and fast shipping. ,nicely packed fast shopping,1
good packing and timely received.,good packing timely received,1
well packed quick delivery let me use then I will give u feed back,well packed quick delivery let use I give feed back,0
"Excellent Excellent Excellent 
I purchased for Rs 981
Thanks Daraz",excellent excellent excellent purchased us 981 thanks daraz,1
real product in good price......,real products good price,1
Fast shipping and good discount.,fast shipping good discount,1
Fast shipping and good discount.,fast shipping good discount,1
"good product, timely reached, with discounted price in Azadi sale",good product timely reached discounted prices azadi sale,1
Product was great and recently manufactured so long expiry date. ,product great recently manufactured long expiry date,1
original.Discounted. Properly packed. timely delivered. ty Daraz and Mezan oil. delighted customer,original discounted properly packed timely delivered daraz mezan oil delighted customers,1
good discount.  thanks to daraz,good discount thanks data,1
fresh oil. wellp packed. thanks,fresh oil well packed thanks,1
Best Quality but Delivery duration little bit lazy. Our all good,best quality delivery duration little bit lazy good,1
Meezan cooking oil is good at the daraz they offer good discount,meezan cooking oil good daraz offer good discount,1
"Best as always. 
Bought in 12.12 sale in much price than market.",best always bought 12 12 sales much price market,1
